;Predictions;True labels;
776;0,064257011;0,08;0,196787365
777;0,062867887;0,05;0,257357746
778;0,064339653;0,05;0,286793053
779;0,065428436;0,08;0,182144552
780;0,059632108;0,08;0,254598655
781;0,043191753;0,08;0,460103083
782;0,05260301;0,03;0,75343367
783;0,054186415;0,05;0,083728299
784;0,030696029;0,03;0,023200961
785;0,050043978;0,03;0,668132593
786;0,067943618;0,03;1,264787257
787;0,074964665;0,08;0,062941689
788;0,04913279;0,05;0,017344192
789;0,041661914;0,05;0,166761711
790;0,04150277;0,01;3,150277004
791;0,066435926;0,08;0,169550929
792;0,060128704;0,08;0,248391204
793;0,051306542;0,05;0,02613084
794;0,067735545;0,08;0,153305683
795;0,013904241;0,01;0,390424091
796;0,025870068;0,01;1,5870068
797;0,050952401;0,01;4,095240101
798;0,060193829;0,03;1,006460975
799;0,041496068;0,01;3,149606824
800;0,039882604;0,05;0,202347919
801;0,046875753;0,03;0,562525084
802;0,039874312;0,03;0,329143718
803;0,079433516;0,05;0,588670313
804;0,028226899;0,03;0,059103367
805;0,101278014;0,08;0,265975181
806;0,069071747;0,08;0,136603158
807;0,027507287;0,01;1,750728652
808;0,072911926;0,08;0,08860093
809;0,030832849;0,01;2,083284944
810;0,03366369;0,05;0,326726198
811;0,037226681;0,08;0,534666492
812;0,064705081;0,08;0,191186484
813;0,054850139;0,05;0,097002774
814;0,050927207;0,05;0,018544137
815;0,059912108;0,08;0,251098651
816;0,085714124;0,13;0,340660584
817;0,039880008;0,05;0,20239985
818;0,048572436;0,05;0,02855128
819;0,069010369;0,08;0,137370382
820;0,020609923;0,01;1,060992271
821;0,060323484;0,08;0,245956447
822;0,055888403;0,01;4,588840321
823;0,050438851;0,01;4,043885112
824;0,056598559;0,05;0,13197118
825;0,071971759;0,08;0,10035301
826;0,04818479;0,05;0,036304206
827;0,08053796;0,08;0,006724499
828;0,06417156;0,05;0,283431202
829;0,028348304;0,01;1,834830433
830;0,029929502;0,01;1,992950194
831;0,099988155;0,13;0,230860346
832;0,037218332;0,01;2,721833229
833;0,039414745;0,01;2,941474482
834;0,027641214;0,03;0,078626186
835;0,05532473;0,05;0,106494591
836;0,054550733;0,08;0,318115832
837;0,097722977;0,08;0,221537217
838;0,082746185;0,08;0,034327317
839;0,031045999;0,02;0,552299969
840;0,025196075;0,01;1,519607544
841;0,069076076;0,08;0,136549048
842;0,047645431;0,05;0,04709138
843;0,083265789;0,08;0,040822361
844;0,03668455;0,05;0,266308993
845;0,018142186;0,03;0,395260463
846;0,053863026;0,05;0,077260524
847;0,041411068;0,03;0,380368943
848;0,02517022;0,03;0,160992665
849;0,03582076;0,05;0,283584803
850;0,03314288;0,01;2,314287961
851;0,053485803;0,05;0,069716066
852;0,058752816;0,05;0,175056323
853;0,031542692;0,03;0,051423078
854;0,043255448;0,05;0,134891033
855;0,092355169;0,13;0,28957562
856;0,091155417;0,13;0,298804483
857;0,108011909;0,21;0,485657577
858;0,050882522;0,05;0,01765044
859;0,060392298;0,05;0,207845956
860;0,070897751;0,08;0,113778118
861;0,035705436;0,02;0,785271801
862;0,064923353;0,03;1,164111783
863;0,056554608;0,02;1,827730402
864;0,030723915;0,05;0,38552171
865;0,053337842;0,08;0,333276972
866;0,061857156;0,05;0,237143129
867;0,041537993;0,05;0,169240147
868;0,057683162;0,08;0,27896047
869;0,085380919;0,08;0,067261491
870;0,035698093;0,05;0,286038131
871;0,104916118;0,13;0,192952938
872;0,087851644;0,05;0,757032871
873;0,040853914;0,02;1,042695694
874;0,05888018;0,08;0,263997748
875;0,040367071;0,03;0,34556902
876;0,015368748;0,01;0,536874846
877;0,045697022;0,01;3,569702223
878;0,042927176;0,05;0,141456485
879;0,066962712;0,05;0,33925423
880;0,051879123;0,02;1,593956143
881;0,030402429;0,03;0,013414313
882;0,041528847;0,02;1,076442353
883;0,017041571;0,02;0,147921428
884;0,075416535;0,05;0,508330703
885;0,023539186;0,01;1,353918552
886;0,047427513;0,05;0,051449746
887;0,069674231;0,08;0,129072111
888;0,046969704;0,05;0,060605913
;;;0,618469124
