;Predictions;True labels;MRE
775;0,146550268;0,13;0,127309753
776;0,082993671;0,08;0,037420891
777;0,068210669;0,08;0,147366639
778;0,095939942;0,13;0,262000448
779;0,059938677;0,13;0,538933256
780;0,066627875;0,08;0,167151563
781;0,037591316;0,02;0,87956579
782;0,056583744;0,08;0,292703206
783;0,085769966;0,13;0,340231029
784;0,045567546;0,03;0,518918201
785;0,042577457;0,03;0,419248556
786;0,040089007;0,05;0,198219851
787;0,057671551;0,13;0,556372687
788;0,061579481;0,05;0,231589615
789;0,097167671;0,13;0,252556379
790;0,06093049;0,05;0,21860981
791;0,095210046;0,13;0,267615034
792;0,068720601;0,05;0,37441203
793;0,071204603;0,05;0,424092054
794;0,05087107;0,05;0,017421409
795;0,079210073;0,13;0,390691748
796;0,047618032;0,03;0,587267717
797;0,069346279;0,08;0,133171514
798;0,075491697;0,08;0,056353793
799;0,097090043;0,13;0,253153514
800;0,056944378;0,03;0,898145924
801;0,062266998;0,08;0,221662525
802;0,072428428;0,08;0,094644655
803;0,069608882;0,05;0,392177641
804;0,071525261;0,08;0,10593424
805;0,070965953;0,05;0,419319063
806;0,051485449;0,05;0,029708982
807;0,069400385;0,08;0,132495187
808;0,05258831;0,05;0,051766202
809;0,058341701;0,03;0,944723353
810;0,079711124;0,08;0,003610946
811;0,073699191;0,13;0,433083145
812;0,051907349;0,08;0,351158133
813;0,068346038;0,08;0,145674519
814;0,072624944;0,08;0,092188198
815;0,050412841;0,05;0,008256823
816;0,030308066;0,03;0,010268865
817;0,090860508;0,08;0,135756355
818;0,043014888;0,03;0,433829591
819;0,074655205;0,08;0,066809937
820;0,03894598;0,08;0,513175245
821;0,069512397;0,08;0,131095037
822;0,053136248;0,05;0,062724963
823;0,068672389;0,05;0,373447776
824;0,092827104;0,08;0,1603388
825;0,070158541;0,08;0,123018235
826;0,11454577;0,08;0,431822125
827;0,071780972;0,05;0,435619444
828;0,060775891;0,03;1,025863032
829;0,059115916;0,05;0,18231833
830;0,040501051;0,01;3,050105065
831;0,051041052;0,03;0,701368392
832;0,032230012;0,05;0,355399758
833;0,059829764;0,08;0,252127949
834;0,061333481;0,08;0,233331485
835;0,061555412;0,08;0,230557354
836;0,054766878;0,05;0,09533757
837;0,07615009;0,08;0,048123881
838;0,046345219;0,03;0,544840634
839;0,052050378;0,05;0,041007563
840;0,042071849;0,05;0,158563018
841;0,038064621;0,03;0,268820713
842;0,057543121;0,05;0,150862426
843;0,070078783;0,05;0,401575655
844;0,060872965;0,01;5,087296456
845;0,060386173;0,05;0,207723469
846;0,038007408;0,05;0,239851832
847;0,092860848;0,08;0,160760596
848;0,033419609;0,03;0,113986969
849;0,040422872;0,05;0,191542566
850;0,064225927;0,03;1,140864233
851;0,031701438;0,05;0,365971237
852;0,053723522;0,05;0,074470431
853;0,054548167;0,03;0,818272223
854;0,030172536;0,03;0,005751205
855;0,040394068;0,03;0,346468925
856;0,044367991;0,08;0,445400108
857;0,056655906;0,13;0,564185337
858;0,048692148;0,03;0,623071606
859;0,066037856;0,05;0,320757121
860;0,055886775;0,05;0,117735505
861;0,054206956;0,05;0,084139124
862;0,056262717;0,05;0,125254333
863;0,034608476;0,02;0,730423793
864;0,066731729;0,08;0,165853392
865;0,054245774;0,03;0,808192457
866;0,069606692;0,08;0,129916355
867;0,035937615;0,05;0,281247705
868;0,061622471;0,08;0,229719117
869;0,036246605;0,03;0,208220174
870;0,076606214;0,05;0,532124281
871;0,03994602;0,05;0,201079607
872;0,049880091;0,03;0,662669703
873;0,020888388;0,01;1,088838816
874;0,071128659;0,08;0,110891763
875;0,044151358;0,05;0,116972834
876;0,067439005;0,08;0,15701244
877;0,062126104;0,05;0,242522076
878;0,069986083;0,08;0,125173967
879;0,066970341;0,05;0,339406818
880;0,05500574;0,05;0,100114807
881;0,06715028;0,08;0,160621502
882;0,060318083;0,02;2,015904129
883;0,083449125;0,08;0,043114066
884;0,072791472;0,03;1,426382403
885;0,067376345;0,08;0,157795683
886;0,05572293;0,05;0,114458591
887;0,041339256;0,05;0,173214883
888;0,044254161;0,05;0,114916772
889;0,052204192;0,03;0,740139723
890;0,053970903;0,05;0,079418063
891;0,075897008;0,08;0,051287398
892;0,071295857;0,05;0,425917149
893;0,056979403;0,05;0,139588058
894;0,048210453;0,08;0,397369334
895;0,057091929;0,05;0,14183858
896;0,06019019;0,05;0,203803793
897;0,05388774;0,05;0,077754796
898;0,075116456;0,13;0,422181111
899;0,096638374;0,13;0,256627892
900;0,039535694;0,03;0,317856461
901;0,056337446;0,08;0,295781925
902;0,054206125;0,08;0,322423432
903;0,053142607;0,05;0,062852144
904;0,05782086;0,05;0,156417206
905;0,073893465;0,05;0,477869302
906;0,07028278;0,08;0,121465255
907;0,058655679;0,05;0,173113585
908;0,060075473;0,03;1,002515768
909;0,059936605;0,08;0,250792433
910;0,074350089;0,05;0,487001777
911;0,052820474;0,05;0,056409478
912;0,065602496;0,05;0,312049925
913;0,041331112;0,08;0,483361095
914;0,06237537;0,05;0,247507408
915;0,075511493;0,08;0,05610634
916;0,071394682;0,08;0,107566476
917;0,05553288;0,05;0,110657603
918;0,049838651;0,08;0,377016863
919;0,050246768;0,08;0,371915404
920;0,062766157;0,05;0,255323142
921;0,062751517;0,08;0,215606041
922;0,045818642;0,08;0,427266978
923;0,069513708;0,08;0,131078646
924;0,045368847;0,03;0,512294884
925;0,066760994;0,08;0,165487569
926;0,031314407;0,03;0,043813551
927;0,063213892;0,05;0,264277846
928;0,11669074;0,13;0,102378923
929;0,070827164;0,05;0,416543275
930;0,069920555;0,13;0,462149579
931;0,060141616;0,05;0,202832311
932;0,083000623;0,13;0,361533672
933;0,03539275;0,05;0,292144999
934;0,058813553;0,05;0,176271066
935;0,072784543;0,08;0,090193212
936;0,021139955;0,03;0,295334828
937;0,065742798;0,08;0,178215023
938;0,058101404;0,08;0,273732444
939;0,030730309;0,02;0,536515448
940;0,026407387;0,02;0,320369355
941;0,051204246;0,03;0,706808185
942;0,057165526;0,05;0,143310517
943;0,095119342;0,08;0,188991778
944;0,037379444;0,03;0,245981455
945;0,035566725;0,05;0,288665503
946;0,070044562;0,05;0,400891244
947;0,046558231;0,03;0,551941037
948;0,028126514;0,03;0,062449547
949;0,058756582;0,08;0,26554272
950;0,070871353;0,05;0,417427063
951;0,054695174;0,08;0,316310324
952;0,063940972;0,05;0,278819442
953;0,045980155;0,05;0,080396891
954;0,047518097;0,08;0,406023789
955;0,050193883;0,02;1,509694174
956;0,053127483;0,05;0,062549651
957;0,06229157;0,08;0,221355375
958;0,063450225;0,05;0,269004494
959;0,068535976;0,05;0,370719522
960;0,059930049;0,05;0,198600978
961;0,053941175;0,05;0,078823507
962;0,043429911;0,03;0,447663705
963;0,063634604;0,05;0,272692084
964;0,13268654;0,2;0,336567298
965;0,082667634;0,08;0,033345424
966;0,044958085;0,08;0,43802394
967;0,046083748;0,03;0,536124945
968;0,067827187;0,05;0,35654375
969;0,056304216;0,08;0,296197295
970;0,05158139;0,02;1,57906951
971;0,077140145;0,08;0,035748187
972;0,059869558;0,08;0,25163053
973;0,085456856;0,08;0,068210695
974;0,071716487;0,08;0,103543907
975;0,059567586;0,05;0,191351712
976;0,071599461;0,05;0,431989223
977;0,074897602;0,05;0,497952044
978;0,062445603;0,05;0,248912066
979;0,075241588;0,08;0,059480149
980;0,067911647;0,08;0,151104409
981;0,034094751;0,03;0,136491696
982;0,058071036;0,08;0,274112051
983;0,027889239;0,03;0,070358711
984;0,062885173;0,08;0,213935342
985;0,037577748;0,02;0,878887415
986;0,037837118;0,05;0,243257642
987;0,050750062;0,05;0,015001237
988;0,05868778;0,05;0,173755601
989;0,054455709;0,05;0,089114174
990;0,061864056;0,08;0,226699304
991;0,046631165;0,05;0,067376703
992;0,062371884;0,03;1,079062785
993;0,039813776;0,05;0,203724489
994;0,045744494;0,05;0,085110128
995;0,076097846;0,05;0,521956921
996;0,066518389;0,05;0,330367774
997;0,040447433;0,02;1,022371627
998;0,058418147;0,05;0,168362945
999;0,052601408;0,02;1,630070411
1000;0,028827555;0,05;0,42344889
1001;0,043668747;0,05;0,126625061
1002;0,057317425;0,08;0,283532193
1003;0,035886325;0,01;2,588632494
1004;0,056266863;0,05;0,125337258
1005;0,056853972;0,08;0,289325345
1006;0,045955606;0,03;0,531853527
1007;0,071743414;0,08;0,103207327
1008;0,284938097;0,2;0,424690485
1009;0,058928367;0,08;0,263395416
1010;0,075996533;0,05;0,519930661
1011;0,049144164;0,05;0,017116725
1012;0,041479181;0,03;0,382639383
1013;0,135675088;0,13;0,04365452
1014;0,130808726;0,13;0,006220969
1015;0,089245357;0,08;0,115566958
1016;0,113907099;0,13;0,123791548
1017;0,12778312;0,13;0,017052926
1018;0,090094909;0,08;0,126186363
1019;0,106549546;0,08;0,331869327
1020;0,103792518;0,08;0,29740648
1021;0,095106788;0,08;0,18883485
1022;0,099115036;0,08;0,238937955
1023;0,104547456;0,08;0,306843199
1024;0,161034599;0,08;1,012932487
1025;0,075238474;0,05;0,504769474
1026;0,044268664;0,02;1,213433199
1027;0,060503513;0,05;0,210070252
1028;0,034358792;0,02;0,7179396
1029;0,070211545;0,08;0,122355692
1030;0,086228862;0,05;0,724577248
1031;0,057611089;0,05;0,152221784
1032;0,052700274;0,05;0,054005474
1033;0,085133091;0,13;0,345130072
1034;0,057366736;0,05;0,147334725
1035;0,032667954;0,05;0,34664093
1036;0,047412179;0,03;0,58040598
1037;0,051584534;0,05;0,031690687
1038;0,056149036;0,05;0,122980714
1039;0,061465971;0,05;0,229319423
1040;0,041539948;0,03;0,384664948
1041;0,047548462;0,03;0,584948724
1042;0,049090739;0,02;1,454536967
1043;0,040257975;0,03;0,341932515
1044;0,033493266;0,03;0,116442184
1045;0,048594687;0,05;0,028106257
1046;0,052661318;0,08;0,341733521
1047;0,084875897;0,05;0,697517931
1048;0,094865128;0,08;0,185814105
1049;0,121918716;0,13;0,062163727
1050;0,051621374;0,08;0,354732828
1051;0,073284224;0,08;0,083947204
1052;0,043933861;0,05;0,121322781
1053;0,071310192;0,05;0,426203847
1054;0,073160976;0,05;0,463219523
1055;0,06531705;0,05;0,306340992
1056;0,063314646;0,03;1,110488216
1057;0,057665233;0,03;0,922174419
1058;0,054301832;0,05;0,086036637
1059;0,056460321;0,05;0,129206419
1060;0,063252598;0,05;0,265051961
1061;0,069552466;0,05;0,391049325
1062;0,095413722;0,08;0,192671526
1063;0,053755168;0,05;0,075103357
1064;0,043237478;0,03;0,441249251
1065;0,049491856;0,05;0,010162875
1066;0,064129084;0,05;0,282581687
1067;0,035607994;0,02;0,78039968
1068;0,107935272;0,08;0,349190902
1069;0,114607722;0,13;0,118402142
1070;0,106641263;0,13;0,179682594
1071;0,058464631;0,05;0,169292629
1072;0,049267985;0,05;0,014640301
1073;0,086908907;0,05;0,738178134
1074;0,038535692;0,03;0,28452306
1075;0,068948813;0,05;0,378976256
1076;0,076899417;0,08;0,038757291
1077;0,044191137;0,05;0,116177261
1078;0,035907891;0,03;0,196929688
1079;0,03688198;0,03;0,229399318
1080;0,057672776;0,03;0,922425876
1081;0,050511599;0,05;0,010231972
1082;0,056458715;0,13;0,56570219
1083;0,075543366;0,08;0,05570792
1084;0,06101355;0,05;0,220270991
1085;0,037340298;0,05;0,253194034
1086;0,040922623;0,05;0,181547537
1087;0,101126134;0,08;0,26407668
1088;0,063518129;0,05;0,270362586
1089;0,057560839;0,08;0,280489516
1090;0,063044339;0,08;0,211945757
1091;0,083452865;0,08;0,043160819
1092;0,038015679;0,05;0,23968643
1093;0,07088846;0,05;0,417769194
1094;0,04968363;0,05;0,006327391
1095;0,046671778;0,03;0,555725932
1096;0,071799412;0,03;1,393313746
1097;0,113824069;0,08;0,422800869
1098;0,056053523;0,05;0,121070459
1099;0,050709177;0,05;0,014183536
1100;0,042108346;0,05;0,157833084
1101;0,021838615;0,03;0,272046176
1102;0,061560616;0,08;0,230492301
1103;0,058337871;0,05;0,16675742
1104;0,071774803;0,08;0,102814961
1105;0,101526618;0,08;0,269082725
1106;0,053848971;0,02;1,692448534
1107;0,046833307;0,05;0,063333869
1108;0,057622831;0,05;0,152456626
1109;0,030521216;0,03;0,017373862
1110;0,042806216;0,05;0,143875688
1111;0,033457175;0,03;0,115239163
1112;0,060571201;0,08;0,242859986
1113;0,036702976;0,05;0,265940487
1114;0,060582157;0,05;0,211643144
1115;0,037112363;0,05;0,257752746
1116;0,044408537;0,01;3,440853745
1117;0,081614733;0,08;0,020184159
1118;0,053510234;0,05;0,070204675
1119;0,028221065;0,03;0,059297827
1120;0,060220577;0,08;0,24724279
1121;0,031863529;0,03;0,062117641
1122;0,036408015;0,05;0,271839708
1123;0,079033546;0,03;1,634451538
1124;0,086610861;0,08;0,082635764
1125;0,051580489;0,05;0,031609774
1126;0,084359258;0,05;0,687185168
1127;0,055623829;0,05;0,112476587
1128;0,042104371;0,03;0,40347903
1129;0,04385056;0,05;0,122988805
1130;0,059013825;0,03;0,967127497
1131;0,038867436;0,05;0,222651273
1132;0,078369066;0,08;0,020386674
1133;0,024493188;0,03;0,183560411
1134;0,043556012;0,03;0,451867074
1135;0,143859819;0,2;0,280700907
1136;0,064029671;0,08;0,199629109
1137;0,058572799;0,05;0,171455979
1138;0,044728991;0,02;1,236449532
1139;0,088876031;0,08;0,110950392
1140;0,054959197;0,08;0,313010043
1141;0,062442791;0,08;0,219465116
1142;0,044508234;0,03;0,483607789
1143;0,110214137;0,13;0,15219895
1144;0,057046533;0,08;0,286918342
1145;0,076629624;0,08;0,042129703
1146;0,070594929;0,08;0,117563386
1147;0,041962944;0,03;0,398764799
1148;0,096074961;0,08;0,200937014
1149;0,07262598;0,05;0,452519596
1150;0,05274985;0,08;0,340626877
1151;0,058841288;0,05;0,176825762
1152;0,059996188;0,13;0,538490864
1153;0,048412062;0,08;0,394849222
1154;0,051268879;0,02;1,563443966
1155;0,068237603;0,08;0,147029966
1156;0,048371308;0,05;0,032573849
1157;0,031196501;0,02;0,559825055
1158;0,037532378;0,05;0,24935244
1159;0,043840859;0,05;0,123182818
1160;0,04579122;0,05;0,084175602
1161;0,057499956;0,08;0,281250546
1162;0,0376417;0,05;0,247165993
1163;0,070606641;0,05;0,412132829
1164;0,069271304;0,05;0,385426074
1165;0,037731782;0,03;0,257726053
1166;0,077891737;0,08;0,026353285
1167;0,069005504;0,08;0,137431197
1168;0,044665474;0,05;0,106690511
1169;0,042592369;0,05;0,14815262
1170;0,107239395;0,08;0,340492442
1171;0,100856282;0,08;0,260703523
1172;0,093796484;0,13;0,278488583
1173;0,032999635;0,05;0,340007305
1174;0,039180581;0,03;0,306019351
1175;0,056053367;0,08;0,299332919
1176;0,061666928;0,05;0,233338565
1177;0,067053497;0,05;0,341069937
1178;0,06433554;0,08;0,195805751
1179;0,084577404;0,05;0,691548079
1180;0,086667009;0,08;0,083337609
1181;0,085201547;0,08;0,065019332
1182;0,026620844;0,03;0,112638521
1183;0,083051927;0,08;0,038149092
1184;0,068578213;0,05;0,371564269
1185;0,066286854;0,05;0,325737089
1186;0,07670971;0,05;0,534194201
1187;0,086898915;0,05;0,737978309
1188;0,077045016;0,05;0,54090032
1189;0,087923087;0,13;0,32366856
1190;0,059951752;0,05;0,199035048
1191;0,068348177;0,08;0,14564779
1192;0,040920231;0,05;0,18159537
1193;0,040561456;0,05;0,188770875
1194;0,034231536;0,05;0,315369278
1195;0,056686927;0,05;0,133738533
1196;0,052059155;0,08;0,349260563
1197;0,065134794;0,08;0,185815081
1198;0,043451957;0,03;0,44839858
1199;0,074580178;0,13;0,426306326
1200;0,038284265;0,03;0,27614215
1201;0,033841573;0,01;2,38415727
1202;0,056979876;0,05;0,13959752
1203;0,057081703;0,03;0,902723437
1204;0,058797758;0,08;0,265028024
1205;0,078404397;0,08;0,01994504
1206;0,067999475;0,05;0,359989494
1207;0,046127796;0,05;0,077444077
1208;0,038234919;0,08;0,522063509
1209;0,076863065;0,08;0,039211683
1210;0,053981975;0,05;0,079639494
1211;0,021328984;0,02;0,066449191
1212;0,065128177;0,08;0,185897782
1213;0,071359031;0,08;0,108012114
1214;0,052052885;0,08;0,349338934
1215;0,059892997;0,08;0,251337536
1216;0,062679663;0,08;0,216504209
1217;0,044478938;0,05;0,11042124
1218;0,051315077;0,05;0,026301533
1219;0,060363524;0,08;0,245455954
1220;0,064576715;0,05;0,291534305
1221;0,082845122;0,13;0,362729834
1222;0,063212477;0,05;0,264249533
1223;0,067273751;0,05;0,345475018
1224;0,076922558;0,08;0,038468022
1225;0,097278222;0,08;0,215977781
1226;0,067690924;0,08;0,153863452
1227;0,065379687;0,08;0,182753917
1228;0,047501042;0,05;0,04997915
1229;0,053082202;0,05;0,061644033
1230;0,062904209;0,08;0,213697389
1231;0,053389359;0,05;0,067787185
1232;0,036648884;0,08;0,541888945
1233;0,063069597;0,05;0,261391938
1234;0,064915664;0,05;0,29831329
1235;0,092347816;0,08;0,154347695
1236;0,052417919;0,05;0,048358381
1237;0,044163264;0,05;0,116734713
1238;0,068619728;0,08;0,142253399
1239;0,085133567;0,08;0,064169593
1240;0,028903523;0,03;0,036549218
1241;0,076787643;0,13;0,409325822
1242;0,076452337;0,05;0,529046744
1243;0,061060868;0,03;1,035362273
1244;0,101237439;0,08;0,265467983
1245;0,097703904;0,13;0,248431508
1246;0,047932435;0,08;0,400844565
1247;0,060874142;0,03;1,029138058
1248;0,072215334;0,05;0,444306672
1249;0,060035445;0,08;0,24955694
1250;0,041739948;0,05;0,165201038
1251;0,034756105;0,05;0,304877892
1252;0,052575301;0,05;0,051506028
1253;0,053625446;0,05;0,072508916
1254;0,062403388;0,05;0,248067766
1255;0,027854746;0,05;0,442905076
1256;0,061690997;0,05;0,233819947
1257;0,055887885;0,05;0,117757708
1258;0,045657493;0,08;0,429281335
1259;0,067986302;0,08;0,150171224
1260;0,063039802;0,05;0,26079604
1261;0,077952974;0,05;0,559059471
1262;0,023696886;0,03;0,210103787
1263;0,079623453;0,08;0,004706834
1264;0,052413523;0,05;0,048270464
1265;0,067126587;0,08;0,160917662
1266;0,080987476;0,08;0,012343448
1267;0,059305072;0,08;0,258686602
1268;0,117987335;0,13;0,092405117
1269;0,076789938;0,08;0,040125776
1270;0,060753793;0,05;0,21507585
1271;0,066144235;0,05;0,322884709
1272;0,056330845;0,05;0,126616895
1273;0,058541037;0,05;0,170820743
1274;0,05939405;0,05;0,187881008
1275;0,077134691;0,08;0,03581636
1276;0,065961853;0,08;0,175476842
1277;0,039697986;0,02;0,984899305
1278;0,067469582;0,08;0,156630225
1279;0,057535321;0,08;0,280808493
1280;0,070437096;0,08;0,119536299
1281;0,06131915;0,08;0,233510625
1282;0,060511287;0,08;0,243608909
1283;0,061567932;0,03;1,052264412
1284;0,039851267;0,05;0,202974662
1285;0,039465606;0,03;0,315520207
1286;0,029567333;0,03;0,014422235
1287;0,046290431;0,03;0,543014372
1288;0,044091724;0,05;0,118165523
1289;0,032590535;0,05;0,348189309
1290;0,048515238;0,08;0,393559527
1291;0,060031764;0,08;0,249602947
1292;0,056735791;0,08;0,290802609
1293;0,061999019;0,05;0,239980385
1294;0,08597403;0,08;0,074675377
1295;0,144302323;0,13;0,110017873
1296;0,074517071;0,05;0,490341425
1297;0,047777053;0,05;0,044458941
1298;0,082709596;0,08;0,033869945
1299;0,090074778;0,08;0,12593472
1300;0,057094075;0,05;0,141881496
1301;0,053014513;0,03;0,767150437
1302;0,048997521;0,03;0,633250713
1303;0,066669486;0,05;0,333389729
1304;0,050020359;0,05;0,000407189
1305;0,053815182;0,05;0,076303646
1306;0,052774519;0,02;1,638725936
1307;0,064241976;0,08;0,196975306
1308;0,064431287;0,13;0,504374713
1309;0,041946232;0,05;0,161075354
1310;0,083239198;0,08;0,040489972
1311;0,069294609;0,08;0,133817386
1312;0,064245909;0,05;0,284918189
1313;0,050991006;0,03;0,699700207
1314;0,108126462;0,13;0,168257988
1315;0,076464556;0,08;0,044193048
1316;0,103718631;0,08;0,296482887
1317;0,043945163;0,05;0,12109673
1318;0,058224332;0,05;0,164486632
1319;0,086432435;0,08;0,080405433
1320;0,038392976;0,03;0,279765864
1321;0,02818116;0,03;0,060628004
1322;0,03774631;0,03;0,258210341
1323;0,025264127;0,03;0,157862427
1324;0,043298975;0,05;0,134020507
1325;0,065832265;0,08;0,177096691
1326;0,0419489;0,05;0,161022007
1327;0,067487992;0,08;0,156400096
1328;0,10936515;0,08;0,367064379
1329;0,057306331;0,05;0,146126613
1330;0,072928883;0,08;0,088388961
1331;0,05718717;0,05;0,143743396
1332;0,053615011;0,03;0,787167042
1333;0,068964623;0,08;0,137942214
1334;0,075723186;0,08;0,053460173
1335;0,093167752;0,08;0,1645969
1336;0,06862355;0,08;0,142205622
1337;0,070503607;0,08;0,118704908
1338;0,065445781;0,08;0,181927741
1339;0,03277057;0,05;0,344588593
1340;0,039775833;0,05;0,20448333
1341;0,050295997;0,08;0,371300032
1342;0,072076097;0,08;0,099048786
1343;0,029502546;0,01;1,950254641
1344;0,084169939;0,08;0,05212424
1345;0,039867144;0,03;0,328904803
1346;0,104756869;0,08;0,309460867
1347;0,078129269;0,08;0,023384135
1348;0,038619429;0,02;0,930971444
1349;0,031921159;0,03;0,064038649
1350;0,074464113;0,08;0,069198593
1351;0,024991039;0,02;0,249551959
1352;0,097271025;0,13;0,251761345
1353;0,071358204;0,13;0,451090739
1354;0,089175552;0,05;0,783511043
1355;0,084064372;0,08;0,050804649
1356;0,092706561;0,13;0,286872607
1357;0,047987245;0,03;0,599574834
1358;0,043096468;0,05;0,138070643
1359;0,048077423;0,05;0,038451537
1360;0,047026545;0,05;0,059469104
1361;0,028007548;0,03;0,066415057
1362;0,063986197;0,08;0,200172536
1363;0,032369807;0,02;0,618490368
1364;0,049954265;0,08;0,375571683
1365;0,076167621;0,08;0,047904741
1366;0,063513279;0,05;0,270265579
1367;0,054087158;0,05;0,081743166
1368;0,059230123;0,08;0,259623466
1369;0,071282372;0,05;0,425647438
1370;0,059231568;0,05;0,184631363
1371;0,06707643;0,08;0,161544628
1372;0,045066081;0,05;0,09867838
1373;0,028073667;0,03;0,064211113
1374;0,089319907;0,08;0,116498839
1375;0,064904779;0,08;0,18869026
1376;0,08902093;0,08;0,112761628
1377;0,04667341;0,05;0,066531807
1378;0,055994444;0,08;0,300069455
1379;0,058854681;0,03;0,961822684
1380;0,046166077;0,05;0,076678455
1381;0,049137797;0,05;0,017244056
1382;0,052474745;0,08;0,344065692
1383;0,056657113;0,08;0,291786086
1384;0,070487201;0,08;0,118909985
1385;0,045561831;0,02;1,278091572
1386;0,060084499;0,05;0,201689988
1387;0,063433334;0,03;1,114444474
1388;0,038854022;0,03;0,295134053
1389;0,036678277;0,03;0,222609232
1390;0,033942092;0,03;0,131403074
1391;0,017291514;0,01;0,72915142
1392;0,046689633;0,02;1,334481664
1393;0,047113296;0,05;0,057734087
1394;0,027401313;0,05;0,451973736
1395;0,036719427;0,03;0,223980884
1396;0,028610164;0,03;0,046327857
1397;0,040567853;0,03;0,352261752
1398;0,032704726;0,03;0,090157529
1399;0,044739902;0,03;0,491330067
1400;0,029172998;0,02;0,458649896
1401;0,076283365;0,08;0,046457931
1402;0,059692256;0,03;0,989741872
1403;0,06226242;0,08;0,221719755
1404;0,071025975;0,05;0,420519501
1405;0,043124866;0,05;0,137502685
1406;0,058805961;0,03;0,960198705
1407;0,050022535;0,05;0,000450701
1408;0,064503498;0,05;0,290069968
1409;0,069204763;0,05;0,384095252
1410;0,049211927;0,05;0,015761465
1411;0,064975686;0,05;0,299513727
1412;0,031827778;0,03;0,060925921
1413;0,068518542;0,08;0,143518228
1414;0,046751253;0,05;0,064974934
1415;0,036974065;0,05;0,2605187
1416;0,047920898;0,08;0,40098878
1417;0,033126239;0,05;0,337475225
1418;0,04221601;0,05;0,155679792
1419;0,025783792;0,03;0,140540262
1420;0,048236422;0,05;0,035271555
1421;0,051410541;0,05;0,028210819
1422;0,0183949;0,03;0,38683665
1423;0,014597208;0,02;0,270139588
1424;0,037472144;0,05;0,250557125
1425;0,051326264;0,08;0,358421704
1426;0,06159465;0,05;0,231893003
1427;0,028510777;0,03;0,049640757
1428;0,062971197;0,05;0,259423941
1429;0,044564202;0,05;0,108715951
1430;0,088495597;0,08;0,106194966
1431;0,049829029;0,03;0,660967618
1432;0,045332633;0,05;0,093347341
1433;0,052819248;0,03;0,76064161
1434;0,041976068;0,05;0,160478637
1435;0,040207602;0,03;0,340253403
1436;0,073515758;0,08;0,081053026
1437;0,045375392;0,03;0,512513061
1438;0,050836742;0,05;0,016734838
1439;0,081449091;0,08;0,018113643
1440;0,055733368;0,08;0,303332902
1441;0,054218926;0,05;0,084378511
1442;0,042176984;0,05;0,156460315
1443;0,078359567;0,08;0,020505417
1444;0,02811664;0,03;0,062778677
1445;0,06407325;0,05;0,281464994
1446;0,070599765;0,08;0,117502943
1447;0,068907537;0,08;0,138655793
1448;0,072294727;0,08;0,096315913
1449;0,110804871;0,08;0,385060884
1450;0,058504097;0,03;0,950136572
1451;0,075802669;0,08;0,052466638
1452;0,057095546;0,05;0,141910926
1453;0,054233421;0,03;0,807780688
1454;0,079248689;0,08;0,009391386
1455;0,094530083;0,08;0,18162604
1456;0,068897069;0,08;0,138786644
1457;0,10583286;0,08;0,322910748
1458;0,054517992;0,03;0,817266395
1459;0,068162851;0,08;0,147964362
1460;0,05499972;0,05;0,099994406
1461;0,048775963;0,03;0,62586545
1462;0,071408235;0,08;0,107397068
1463;0,086485051;0,08;0,081063133
1464;0,079480954;0,08;0,006488081
1465;0,067559108;0,08;0,155511148
1466;0,054122575;0,03;0,804085821
1467;0,059537951;0,08;0,255775614
1468;0,042986486;0,05;0,140270278
1469;0,040960465;0,05;0,180790707
1470;0,046256777;0,05;0,074864462
1471;0,071763135;0,05;0,43526271
1472;0,048552953;0,05;0,028940946
1473;0,034007303;0,03;0,133576781
1474;0,043881003;0,03;0,462700094
1475;0,062047701;0,05;0,240954027
1476;0,067611083;0,08;0,154861458
1477;0,044588372;0,05;0,108232558
1478;0,043039896;0,08;0,462001305
1479;0,049825069;0,05;0,003498629
1480;0,071175307;0,03;1,372510235
1481;0,038121805;0,03;0,27072682
1482;0,055395793;0,05;0,107915863
1483;0,044074863;0,05;0,118502736
1484;0,01129898;0,02;0,435051018
1485;0,054267768;0,05;0,085355356
1486;0,055213891;0,05;0,104277819
1487;0,097670645;0,08;0,220883057
1488;0,055589218;0,05;0,111784354
1489;0,079743184;0,08;0,003210198
1490;0,047598235;0,03;0,586607844
1491;0,053537015;0,08;0,330787314
1492;0,043368895;0,03;0,44562982
1493;0,10590449;0,08;0,323806122
1494;0,081925876;0,08;0,024073455
1495;0,058285113;0,05;0,165702268
1496;0,043692444;0,05;0,12615113
1497;0,033144154;0,05;0,337116927
1498;0,039114375;0,08;0,511070317
1499;0,06552247;0,05;0,310449392
1500;0,062944777;0,03;1,098159244
1501;0,080159478;0,05;0,603189558
1502;0,057024535;0,05;0,140490696
1503;0,060124524;0,05;0,202490479
1504;0,069992401;0,08;0,125094991
1505;0,06226252;0,05;0,245250404
1506;0,053755362;0,05;0,075107232
1507;0,060015079;0,05;0,200301573
1508;0,065605797;0,05;0,312115937
1509;0,047193028;0,05;0,056139439
1510;0,063490182;0,08;0,206372723
1511;0,070330232;0,05;0,406604648
1512;0,029673053;0,05;0,406538941
1513;0,080238149;0,05;0,604762971
1514;0,040575322;0,03;0,352510725
1515;0,033370215;0,03;0,112340515
1516;0,02640464;0,03;0,119845343
1517;0,033483259;0,02;0,674162969
1518;0,025532428;0,03;0,148919061
1519;0,032081425;0,05;0,358371496
1520;0,03579808;0,05;0,284038395
1521;0,030656535;0,03;0,021884506
